BatchNumber,MachineNumber,ProductCode,TimeStarted,TimeStopped,NumberProduced,NumberRejected
5541,2,24,3/16/2015 9:23,3/16/2015 14:43,5034,53
5541,3,52,3/16/2015 9:37,3/16/2015 10:52,429,4
5542,4,39,3/16/2015 9:37,3/16/2015 10:52,429,4
5542,5,57,3/16/2015 8:11,3/16/2015 8:31,118,1
5543,6,16,3/16/2015 8:24,3/16/2015 15:49,4767,51
5544,1,16,3/17/2015 8:24,3/17/2015 15:49,4767,51
5544,2,32,3/17/2015 8:38,3/17/2015 14:58,5971,64
5544,3,37,3/17/2015 8:38,3/17/2015 13:53,1799,19
5545,4,55,3/17/2015 8:52,3/17/2015 14:07,1799,19
5545,5,41,3/17/2015 8:52,3/17/2015 12:57,1400,15
5546,6,14,3/17/2015 9:05,3/17/2015 13:10,2625,28
5547,1,14,3/18/2015 9:19,3/18/2015 12:14,1875,20
5547,2,32,3/18/2015 9:19,3/18/2015 11:09,1728,18
5547,3,36,3/18/2015 9:33,3/18/2015 11:23,628,6
5548,4,54,3/18/2015 9:33,3/18/2015 10:13,228,2
5548,5,58,3/18/2015 8:06,3/18/2015 15:56,2686,28
5549,6,17,3/18/2015 8:06,3/18/2015 15:56,5036,54
5550,1,17,3/21/2015 9:28,3/21/2015 17:43,5304,56
5550,2,26,3/21/2015 9:28,3/21/2015 16:33,6679,71
5550,3,57,3/21/2015 8:02,3/21/2015 15:07,2429,26
5551,4,44,3/21/2015 8:02,3/21/2015 13:57,2029,21
5551,5,43,3/21/2015 8:16,3/21/2015 13:06,1657,17
5552,6,16,3/21/2015 8:16,3/21/2015 13:06,3108,33
5553,1,16,3/22/2015 8:29,3/22/2015 12:09,2357,25
5553,2,25,3/22/2015 8:29,3/22/2015 12:04,3379,36
5553,3,57,3/22/2015 8:43,3/22/2015 12:18,1229,13
5554,4,43,3/22/2015 8:43,3/22/2015 10:08,486,5
5554,5,47,3/22/2015 8:57,3/22/2015 10:22,486,5
5555,6,2,3/22/2015 8:57,3/22/2015 9:12,160,1
5556,1,2,3/23/2015 8:47,3/23/2015 16:12,4769,51
5556,2,32,3/23/2015 8:47,3/23/2015 16:12,6994,75
5556,3,37,3/23/2015 8:25,3/23/2015 14:45,2172,23
5557,4,55,3/23/2015 8:39,3/23/2015 13:49,1772,19
5557,5,41,3/23/2015 8:39,3/23/2015 13:49,1772,19
5558,6,14,3/23/2015 8:52,3/23/2015 12:52,2572,27
5559,1,14,3/24/2015 8:52,3/24/2015 11:47,1875,20
5559,2,32,3/24/2015 9:06,3/24/2015 12:01,2750,29
5559,3,36,3/24/2015 9:06,3/24/2015 10:51,600,6
5562,1,17,3/25/2015 9:33,3/25/2015 13:33,2572,27
5562,2,26,3/25/2015 8:07,3/25/2015 12:07,3772,40
5562,3,57,3/25/2015 8:07,3/25/2015 13:37,1887,20
5564,5,16,3/29/2015 8:34,3/29/2015 11:49,2090,22
5560,1,16,3/28/2015 8:03,3/28/2015 16:18,5307,56
5560,2,25,3/28/2015 8:16,3/28/2015 14:16,5659,60
5560,3,57,3/28/2015 8:16,3/28/2015 14:16,2059,22
5561,4,43,3/28/2015 9:33,3/28/2015 14:23,1659,17
5561,5,47,3/28/2015 9:33,3/28/2015 13:18,1287,13
5563,1,2,3/29/2015 8:44,3/29/2015 11:19,1661,17
5563,3,37,3/29/2015 8:57,3/29/2015 10:22,486,5
5566,6,22,3/30/2015 9:25,3/30/2015 16:50,4771,51
5564,4,54,3/31/2015 9:11,3/31/2015 9:31,114,1
5573,1,13,4/1/2015 8:53,4/1/2015 12:03,2037,21
5573,2,31,4/1/2015 9:07,4/1/2015 12:17,2987,32
5573,3,49,4/1/2015 9:07,4/1/2015 14:42,1917,20
5574,4,36,4/1/2015 9:28,4/1/2015 13:53,1517,16
5574,5,54,4/1/2015 9:28,4/1/2015 13:53,1517,16
5575,6,17,4/1/2015 9:34,4/1/2015 12:49,2091,22
5576,1,17,4/4/2015 9:02,4/4/2015 12:42,2359,25
5576,2,29,4/4/2015 9:16,4/4/2015 12:51,3381,36
5576,3,47,4/4/2015 9:16,4/4/2015 12:51,1231,13
5577,4,34,4/4/2015 8:39,4/4/2015 9:59,458,4
5577,5,52,4/4/2015 8:39,4/4/2015 8:54,85,0
5578,6,11,4/4/2015 8:04,4/4/2015 8:19,160,1
5579,1,11,4/5/2015 8:04,4/5/2015 15:29,4773,51
5579,2,29,4/5/2015 8:17,4/5/2015 15:42,6998,74
5579,3,46,4/5/2015 8:31,4/5/2015 14:46,2147,23
5580,4,33,4/5/2015 8:31,4/5/2015 13:41,1775,19
5580,5,51,4/5/2015 8:45,4/5/2015 13:55,1775,19
5581,6,23,4/5/2015 8:45,4/5/2015 12:45,2574,27
5582,1,23,4/6/2015 8:58,4/6/2015 11:48,1823,19
5582,2,28,4/6/2015 8:58,4/6/2015 11:48,2673,28
5582,3,59,4/6/2015 9:12,4/6/2015 10:57,601,6
5583,4,46,4/6/2015 9:12,4/6/2015 9:47,200,2
5583,5,36,4/6/2015 9:26,4/6/2015 10:01,200,2
5584,6,9,4/6/2015 9:26,4/6/2015 17:11,4988,53
5585,1,9,4/7/2015 9:39,4/7/2015 17:24,4988,53
5585,2,27,4/7/2015 9:39,4/7/2015 13:39,3774,40
5585,3,59,4/7/2015 8:13,4/7/2015 13:43,1890,20
5586,4,45,4/7/2015 8:13,4/7/2015 13:43,1890,20
5586,5,49,4/7/2015 8:27,4/7/2015 12:47,1489,15
5587,6,22,4/7/2015 8:27,4/7/2015 11:42,2092,22
5588,1,22,4/8/2015 8:34,4/8/2015 11:49,2092,22
5588,2,26,4/8/2015 8:34,4/8/2015 10:39,1966,21
5588,3,58,4/8/2015 8:54,4/8/2015 9:49,315,3
5589,4,44,4/8/2015 8:54,4/8/2015 17:04,2807,30
5589,5,47,4/8/2015 9:08,4/8/2015 17:18,2807,30
5590,6,12,4/8/2015 9:08,4/8/2015 16:08,4506,48
5591,1,12,4/11/2015 9:25,4/11/2015 16:45,4721,50
5591,2,24,4/11/2015 9:36,4/11/2015 15:51,5899,63
5591,3,42,4/11/2015 9:36,4/11/2015 15:51,2149,23
5592,4,46,4/11/2015 8:11,4/11/2015 13:16,1748,18
5592,5,33,4/11/2015 8:24,4/11/2015 12:19,1347,14
5593,6,19,4/11/2015 8:24,4/11/2015 12:19,2522,27
5594,1,19,4/12/2015 8:37,4/12/2015 11:27,1860,19
5594,2,25,4/12/2015 8:37,4/12/2015 11:27,2671,28
5594,3,43,4/12/2015 8:51,4/12/2015 9:01,57,0
5595,4,47,4/12/2015 8:51,4/12/2015 16:56,2771,29
5595,5,33,4/12/2015 9:05,4/12/2015 15:25,2171,23
5596,6,12,4/12/2015 9:05,4/12/2015 15:25,4071,43
5597,1,12,4/13/2015 9:18,4/13/2015 13:08,2464,26
5597,2,24,4/13/2015 9:18,4/13/2015 11:58,2514,26
5597,3,55,4/13/2015 9:32,4/13/2015 12:12,914,9
5598,4,42,4/13/2015 9:32,4/13/2015 11:07,542,5
5598,5,46,4/13/2015 8:06,4/13/2015 8:31,142,1
5599,6,19,4/13/2015 8:06,4/13/2015 8:31,267,2
5600,1,19,4/14/2015 8:19,4/14/2015 15:54,4875,52
5600,2,26,4/14/2015 8:19,4/14/2015 14:49,6128,65
5600,3,58,4/14/2015 8:33,4/14/2015 13:53,1828,19
5601,4,44,4/14/2015 8:33,4/14/2015 13:53,1828,19
5601,5,43,4/14/2015 8:47,4/14/2015 10:52,714,7
5602,6,17,4/14/2015 8:47,4/14/2015 11:52,1982,21
5603,1,17,4/15/2015 8:06,4/15/2015 11:11,1982,21
5603,2,25,4/15/2015 8:06,4/15/2015 10:01,1807,19
5603,3,57,4/15/2015 9:14,4/15/2015 9:59,257,2
5604,4,43,4/15/2015 9:14,4/15/2015 9:59,257,2
5604,5,53,4/15/2015 9:28,4/15/2015 17:28,2743,29
5605,6,16,4/15/2015 9:28,4/15/2015 17:28,5143,55
5606,1,16,4/18/2015 8:57,4/18/2015 15:02,3911,41
5606,2,25,4/18/2015 8:57,4/18/2015 13:52,4636,49
5606,3,43,4/18/2015 9:23,4/18/2015 13:08,1286,13
5607,4,47,4/18/2015 9:23,4/18/2015 13:08,1286,13
5607,5,33,4/18/2015 9:37,4/18/2015 12:17,914,9
5608,6,12,4/18/2015 8:11,4/18/2015 9:41,964,10
5609,1,12,4/19/2015 8:11,4/19/2015 9:41,964,10
5609,2,24,4/19/2015 8:24,4/19/2015 8:44,314,3
5609,3,55,4/19/2015 8:24,4/19/2015 15:59,2601,27
5610,4,42,4/19/2015 8:38,4/19/2015 16:13,2601,27
5610,5,46,4/19/2015 8:38,4/19/2015 15:03,2201,23
5611,6,19,4/19/2015 8:52,4/19/2015 14:07,3376,36
5612,1,19,4/20/2015 8:52,4/20/2015 14:07,3376,36
5612,2,26,4/20/2015 9:05,4/20/2015 12:00,2750,29
5612,3,58,4/20/2015 9:05,4/20/2015 12:05,1029,11
5613,4,44,4/20/2015 9:19,4/20/2015 12:19,1029,11
5613,5,43,4/20/2015 9:33,4/20/2015 11:23,629,6
5614,6,17,4/20/2015 9:33,4/20/2015 10:18,482,5
5615,1,17,4/21/2015 8:06,4/21/2015 16:01,5091,54
5615,2,25,4/21/2015 8:06,4/21/2015 16:01,7466,80
5615,3,58,4/21/2015 8:52,4/21/2015 15:37,2316,24
5616,4,45,4/21/2015 8:52,4/21/2015 14:32,1944,20
5616,5,49,4/21/2015 8:34,4/21/2015 13:04,1544,16
5617,6,21,4/21/2015 8:34,4/21/2015 13:04,2894,31
5618,1,21,4/22/2015 8:47,4/22/2015 15:47,4502,48
5618,2,26,4/22/2015 8:47,4/22/2015 11:02,2122,22
5618,3,57,4/22/2015 9:01,4/22/2015 11:16,772,8
5619,4,44,4/22/2015 9:01,4/22/2015 10:06,371,3
5619,5,43,4/22/2015 9:15,4/22/2015 17:30,2831,30
5620,6,16,4/22/2015 9:15,4/22/2015 17:30,5307,56
5621,1,16,4/25/2015 8:57,4/25/2015 16:22,4771,51
5621,2,25,4/25/2015 8:47,4/25/2015 16:12,6996,75
5621,3,57,4/25/2015 8:47,4/25/2015 15:07,2174,23
5622,4,43,4/25/2015 9:24,4/25/2015 14:39,1802,19
5622,5,47,4/25/2015 9:24,4/25/2015 14:39,1802,19
5623,6,2,4/25/2015 9:38,4/25/2015 13:43,2627,28
5624,1,2,4/26/2015 9:38,4/26/2015 12:33,1876,20
5624,2,32,4/26/2015 8:11,4/26/2015 11:06,2751,29
5624,3,37,4/26/2015 8:11,4/26/2015 9:56,600,6
5625,4,55,4/26/2015 8:25,4/26/2015 9:05,228,2
5625,5,41,4/26/2015 8:25,4/26/2015 9:05,228,2
5626,6,14,4/26/2015 8:39,4/26/2015 16:29,5040,54
5627,1,14,4/27/2015 8:52,4/27/2015 12:02,2037,21
5627,2,32,4/27/2015 8:52,4/27/2015 12:02,2987,32
5627,3,36,4/27/2015 9:06,4/27/2015 14:41,1917,20
5628,4,54,4/27/2015 9:06,4/27/2015 13:31,1516,16
5628,5,58,4/27/2015 9:38,4/27/2015 14:03,1517,16
5629,6,17,4/27/2015 9:38,4/27/2015 12:53,2091,22
5630,1,17,4/28/2015 9:33,4/28/2015 11:43,1394,14
5630,2,26,4/28/2015 9:33,4/28/2015 11:43,2044,21
5630,3,57,4/28/2015 8:48,4/28/2015 9:48,343,3
5631,4,44,4/28/2015 9:02,4/28/2015 17:12,2805,30
5631,5,43,4/28/2015 9:02,4/28/2015 16:07,2433,26
5632,6,16,4/28/2015 9:15,4/28/2015 16:20,4558,48
5633,1,16,4/29/2015 9:15,4/29/2015 15:10,3807,40
5633,2,25,4/29/2015 9:29,4/29/2015 15:24,5582,59
5633,3,57,4/29/2015 9:29,4/29/2015 14:14,1631,17
5634,4,43,4/29/2015 8:03,4/29/2015 11:43,1259,13
5634,5,47,4/29/2015 8:03,4/29/2015 11:38,1231,13
5635,6,2,4/29/2015 8:16,4/29/2015 11:51,2306,24
5636,1,2,5/2/2015 9:25,5/2/2015 12:15,1823,19
5636,2,32,5/2/2015 9:38,5/2/2015 11:23,1651,17
5636,3,37,5/2/2015 9:38,5/2/2015 17:23,2663,28
5637,4,55,5/2/2015 8:12,5/2/2015 12:12,1374,14
5637,5,41,5/2/2015 8:12,5/2/2015 12:12,1374,14
5638,6,14,5/2/2015 8:26,5/2/2015 16:36,5256,56
5639,1,14,5/3/2015 8:26,5/3/2015 15:26,4505,48
5639,2,32,5/3/2015 8:39,5/3/2015 15:59,6920,74
5639,3,36,5/3/2015 8:53,5/3/2015 12:48,1346,14
5640,4,54,5/3/2015 8:53,5/3/2015 15:13,2176,23
5640,5,58,5/3/2015 9:07,5/3/2015 9:32,143,1
5641,6,17,5/3/2015 9:07,5/3/2015 14:27,3433,36
5642,1,17,5/4/2015 9:28,5/4/2015 15:08,3647,39
5642,2,26,5/4/2015 9:28,5/4/2015 15:33,5741,61
5642,3,57,5/4/2015 9:34,5/4/2015 15:39,2091,22
5643,4,44,5/4/2015 9:34,5/4/2015 16:44,2463,26
5643,5,43,5/4/2015 8:08,5/4/2015 14:13,2091,22
5644,6,16,5/4/2015 8:08,5/4/2015 14:13,3916,41
5645,1,16,5/5/2015 8:21,5/5/2015 13:16,3165,33
5645,2,25,5/5/2015 8:35,5/5/2015 12:20,3539,37
5645,3,57,5/5/2015 8:35,5/5/2015 12:20,1289,13
5646,4,43,5/5/2015 8:49,5/5/2015 11:29,916,9
5646,5,47,5/5/2015 8:49,5/5/2015 10:19,515,5
5647,6,2,5/5/2015 9:02,5/5/2015 10:32,965,10
5648,1,2,5/6/2015 9:02,5/6/2015 9:22,214,2
5648,2,32,5/6/2015 9:16,5/6/2015 16:51,7157,76
5648,3,37,5/6/2015 9:16,5/6/2015 16:51,2607,27
5649,4,55,5/6/2015 8:39,5/6/2015 15:04,2206,23
5649,5,41,5/6/2015 8:39,5/6/2015 13:54,1805,19
5650,6,14,5/6/2015 8:04,5/6/2015 13:19,3380,36
5651,1,14,5/9/2015 9:12,5/9/2015 14:52,3642,39
5651,2,32,5/9/2015 9:26,5/9/2015 13:56,4242,45
5651,3,36,5/9/2015 9:26,5/9/2015 16:26,2399,25
5652,4,54,5/9/2015 9:39,5/9/2015 16:39,2399,25
5652,5,55,5/9/2015 8:13,5/9/2015 10:28,771,8
5653,6,22,5/9/2015 8:13,5/9/2015 9:18,696,7
5654,1,22,5/10/2015 8:27,5/10/2015 9:32,696,7
5654,2,32,5/10/2015 8:27,5/10/2015 16:42,7778,83
5654,3,36,5/10/2015 9:24,5/10/2015 17:39,2828,30
5655,4,54,5/10/2015 9:24,5/10/2015 16:34,2457,26
5655,5,41,5/10/2015 9:38,5/10/2015 15:38,2057,22
5656,6,13,5/10/2015 9:38,5/10/2015 15:38,3857,41
5657,1,13,5/11/2015 8:12,5/11/2015 13:02,3107,33
5657,2,31,5/11/2015 8:12,5/11/2015 11:57,3535,37
5657,3,49,5/11/2015 8:25,5/11/2015 12:10,1285,13
5658,4,36,5/11/2015 8:25,5/11/2015 11:00,885,9
5658,5,54,5/11/2015 8:39,5/11/2015 11:14,885,9
5659,6,17,5/11/2015 8:53,5/11/2015 10:18,910,9
5660,1,17,5/12/2015 8:53,5/12/2015 9:13,214,2
5660,2,29,5/12/2015 9:06,5/12/2015 16:31,6993,74
5660,3,47,5/12/2015 9:06,5/12/2015 16:31,2543,27
5661,4,34,5/12/2015 9:38,5/12/2015 15:58,2172,23
5661,5,52,5/12/2015 9:38,5/12/2015 15:58,2172,23
5662,6,11,5/12/2015 8:03,5/12/2015 13:18,3375,36
5663,1,11,5/13/2015 8:03,5/13/2015 12:08,2625,28
5663,2,29,5/13/2015 8:24,5/13/2015 12:29,3850,41
5663,3,46,5/13/2015 8:24,5/13/2015 11:19,1000,10
5664,4,33,5/13/2015 8:54,5/13/2015 12:04,1086,11
5664,5,51,5/13/2015 8:54,5/13/2015 14:29,1915,20
5665,6,23,5/13/2015 9:08,5/13/2015 14:43,3590,38
5666,1,23,5/16/2015 8:36,5/16/2015 14:31,3805,40
5666,2,28,5/16/2015 9:15,5/16/2015 14:00,4479,48
5666,3,59,5/16/2015 9:15,5/16/2015 12:55,1258,13
5667,4,46,5/16/2015 9:03,5/16/2015 12:43,1258,13
5667,5,36,5/16/2015 9:03,5/16/2015 12:38,1229,13
5668,6,9,5/16/2015 9:17,5/16/2015 10:37,857,9
5669,1,9,5/17/2015 9:17,5/17/2015 10:37,857,9
5669,2,27,5/17/2015 9:31,5/17/2015 9:46,235,2
5669,3,59,5/17/2015 9:31,5/17/2015 16:56,2545,27
5670,4,45,5/17/2015 8:04,5/17/2015 15:29,2545,27
5670,5,49,5/17/2015 8:04,5/17/2015 14:19,2144,22
5671,6,22,5/17/2015 8:18,5/17/2015 13:28,3323,35
5672,1,22,5/18/2015 8:32,5/18/2015 12:32,2572,27
5672,2,26,5/18/2015 8:32,5/18/2015 12:32,3772,40
5672,3,58,5/18/2015 8:45,5/18/2015 11:35,972,10
5673,4,47,5/18/2015 8:45,5/18/2015 10:30,600,6
5673,5,34,5/18/2015 8:59,5/18/2015 10:44,600,6
5674,6,12,5/18/2015 8:59,5/18/2015 9:34,375,4
5675,1,6,5/19/2015 9:13,5/19/2015 16:58,4985,53
5675,2,24,5/19/2015 9:13,5/19/2015 16:58,7310,78
5675,3,42,5/19/2015 9:26,5/19/2015 13:26,1373,14
5676,4,46,5/19/2015 9:26,5/19/2015 14:56,1887,20
5676,5,33,5/19/2015 8:27,5/19/2015 13:57,1887,20
5677,6,19,5/19/2015 8:27,5/19/2015 12:47,2787,29
5678,1,19,5/20/2015 8:14,5/20/2015 11:29,2090,22
5678,2,25,5/20/2015 8:14,5/20/2015 11:29,3065,32
5678,3,43,5/20/2015 8:27,5/20/2015 10:32,715,7
5679,4,47,5/20/2015 8:27,5/20/2015 9:22,314,3
5679,5,33,5/20/2015 8:41,5/20/2015 9:36,314,3
5680,6,12,5/20/2015 8:55,5/20/2015 17:05,5253,56
5681,1,12,5/23/2015 8:37,5/23/2015 13:27,3109,33
5681,2,24,5/23/2015 8:37,5/23/2015 13:27,4559,48
5681,3,55,5/23/2015 9:05,5/23/2015 12:45,1259,13
5682,4,42,5/23/2015 9:05,5/23/2015 11:40,887,9
5682,5,46,5/23/2015 9:04,5/23/2015 11:39,887,9
5683,6,19,5/23/2015 9:04,5/23/2015 10:29,911,9
5684,1,19,5/24/2015 9:18,5/24/2015 9:33,160,1
5684,2,26,5/24/2015 9:18,5/24/2015 9:33,235,2
5684,3,58,5/24/2015 9:31,5/24/2015 16:56,2547,27
5685,4,44,5/24/2015 9:31,5/24/2015 15:51,2175,23
5685,5,43,5/24/2015 8:05,5/24/2015 14:25,2175,23
5686,6,17,5/24/2015 8:05,5/24/2015 10:30,1555,16
5687,1,17,5/25/2015 8:19,5/25/2015 10:44,1555,16
5687,2,25,5/25/2015 8:32,5/25/2015 9:52,1257,13
5687,3,57,5/25/2015 8:32,5/25/2015 8:42,57,0
5688,4,43,5/25/2015 8:46,5/25/2015 8:56,57,0
5688,5,53,5/25/2015 8:46,5/25/2015 16:06,2519,27
5689,6,16,5/25/2015 8:16,5/25/2015 14:31,4022,43
5690,1,16,5/26/2015 8:16,5/26/2015 14:31,4022,43
5690,2,25,5/26/2015 9:13,5/26/2015 14:18,4796,51
5690,3,43,5/26/2015 9:13,5/26/2015 13:08,1345,14
5691,4,47,5/26/2015 9:27,5/26/2015 13:22,1345,14
5691,5,33,5/26/2015 9:27,5/26/2015 12:17,973,10
5692,6,12,5/26/2015 8:01,5/26/2015 10:51,1823,19
5693,1,12,5/27/2015 8:01,5/27/2015 9:01,643,6
5693,2,24,5/27/2015 8:14,5/27/2015 8:44,471,5
5693,3,55,5/27/2015 8:14,5/27/2015 15:59,2662,28
5694,4,42,5/27/2015 8:28,5/27/2015 16:13,2662,28
5694,5,46,5/30/2015 8:28,5/30/2015 15:03,2262,24
5699,6,21,5/31/2015 8:51,5/31/2015 11:16,1555,16
5700,1,21,6/1/2015 9:32,6/1/2015 15:42,3969,42
5700,2,26,6/1/2015 8:06,6/1/2015 14:16,5819,62
5700,3,57,6/1/2015 8:06,6/1/2015 13:36,1890,20
5701,4,44,6/1/2015 9:02,6/1/2015 12:52,1317,14
5701,5,43,6/1/2015 9:02,6/1/2015 12:52,1317,14
5702,6,16,6/1/2015 8:33,6/1/2015 11:18,1770,18
5703,1,16,6/2/2015 8:33,6/2/2015 10:08,1019,10
5703,2,25,6/2/2015 8:47,6/2/2015 10:22,1494,16
5703,3,57,6/2/2015 8:47,6/2/2015 9:12,143,1
5704,4,43,6/2/2015 9:01,6/2/2015 16:41,2635,28
5704,5,47,6/2/2015 9:01,6/2/2015 16:41,2636,28
5705,6,2,6/2/2015 9:14,6/2/2015 15:44,4184,44
5706,1,2,6/3/2015 9:14,6/3/2015 14:34,3433,36
5706,2,32,6/3/2015 9:28,6/3/2015 14:48,5033,53
5706,3,37,6/3/2015 9:28,6/3/2015 13:43,1461,15
5707,4,55,6/3/2015 8:02,6/3/2015 11:07,1060,11
5707,5,41,6/3/2015 8:02,6/3/2015 9:57,659,7
5708,6,14,6/3/2015 8:15,6/3/2015 10:10,1234,13
5709,1,14,6/6/2015 9:24,6/6/2015 10:34,749,8
5709,2,32,6/6/2015 9:37,6/6/2015 11:27,1728,18
5709,3,36,6/6/2015 8:11,6/6/2015 10:01,628,6
5710,4,54,6/6/2015 8:11,6/6/2015 15:26,2485,26
5710,5,58,6/6/2015 8:25,6/6/2015 14:30,2085,22
5711,6,17,6/6/2015 8:25,6/6/2015 13:20,3160,33
5712,1,17,6/7/2015 8:38,6/7/2015 12:28,2464,26
5712,2,26,6/7/2015 8:38,6/7/2015 12:28,3614,38
5712,3,57,6/7/2015 8:52,6/7/2015 11:32,914,9
5713,4,44,6/7/2015 8:52,6/7/2015 10:22,514,5
5713,5,43,6/7/2015 9:06,6/7/2015 10:36,514,5
5714,6,16,6/7/2015 9:06,6/7/2015 9:31,267,2
5715,1,16,6/8/2015 9:19,6/8/2015 16:54,4875,52
5715,2,25,6/8/2015 9:19,6/8/2015 15:44,6050,64
5715,3,57,6/8/2015 9:33,6/8/2015 15:58,2200,23
5716,4,43,6/8/2015 9:33,6/8/2015 14:53,1829,19
5716,5,47,6/8/2015 8:07,6/8/2015 10:12,714,7
5717,6,2,6/8/2015 8:07,6/8/2015 10:12,1339,14
5718,1,2,6/9/2015 8:52,6/9/2015 11:52,1928,20
5718,2,32,6/9/2015 8:52,6/9/2015 10:47,1807,19
5718,3,37,6/9/2015 8:34,6/9/2015 9:19,257,2
5719,4,55,6/9/2015 8:34,6/9/2015 9:19,257,2
5719,5,41,6/9/2015 8:48,6/9/2015 16:43,2715,29
5720,6,14,6/9/2015 8:48,6/9/2015 15:38,4393,47
5721,1,14,6/10/2015 9:01,6/10/2015 15:51,4393,47
5721,2,32,6/10/2015 9:01,6/10/2015 14:41,5343,57
5721,3,36,6/10/2015 9:15,6/10/2015 13:45,1543,16
5722,4,54,6/10/2015 9:29,6/10/2015 13:59,1543,16
5722,5,58,6/10/2015 9:29,6/10/2015 12:54,1172,12
5723,6,17,6/10/2015 8:02,6/10/2015 10:17,1446,15
5724,1,17,6/13/2015 9:11,6/13/2015 12:56,2411,25
5724,2,26,6/13/2015 9:11,6/13/2015 11:46,2436,26
5724,3,57,6/13/2015 9:24,6/13/2015 10:54,514,5
5725,4,44,6/13/2015 9:24,6/13/2015 9:44,114,1
5725,5,43,6/13/2015 9:38,6/13/2015 9:58,114,1
5726,6,16,6/13/2015 9:38,6/13/2015 16:13,4234,45
5727,1,16,6/14/2015 8:12,6/14/2015 14:37,4127,44
5727,2,25,6/14/2015 8:25,6/14/2015 14:50,6052,64
5727,3,57,6/14/2015 8:25,6/14/2015 13:40,1801,19
5728,4,43,6/14/2015 8:39,6/14/2015 12:44,1401,15
5728,5,47,6/14/2015 8:39,6/14/2015 12:44,1401,15
5729,6,2,6/14/2015 8:53,6/14/2015 11:53,1929,20
5730,1,2,6/15/2015 8:53,6/15/2015 10:43,1179,12
5730,2,32,6/15/2015 9:06,6/15/2015 10:56,1729,18
5730,3,37,6/15/2015 9:06,6/15/2015 9:46,228,2
5731,4,55,6/15/2015 9:38,6/15/2015 10:18,228,2
5731,5,41,6/15/2015 9:38,6/15/2015 17:33,2717,29
5732,6,14,6/15/2015 8:03,6/15/2015 14:48,4341,46
5733,1,14,6/16/2015 8:03,6/16/2015 14:48,4341,46
5733,2,32,6/16/2015 8:24,6/16/2015 13:59,5266,56
5733,3,36,6/16/2015 8:24,6/16/2015 12:54,1544,16
5734,4,54,6/16/2015 8:54,6/16/2015 13:24,1544,16
5734,5,55,6/16/2015 8:54,6/16/2015 15:54,2403,25
5735,6,22,6/16/2015 9:08,6/16/2015 11:18,1393,14
5736,1,22,6/17/2015 9:08,6/17/2015 11:18,1393,14
5736,2,32,6/17/2015 9:21,6/17/2015 10:26,1021,10
5736,3,36,6/17/2015 9:35,6/17/2015 17:50,2832,30
5737,4,54,6/17/2015 9:35,6/17/2015 16:40,2432,26
5737,5,41,6/17/2015 8:09,6/17/2015 15:14,2432,26
5738,6,13,6/17/2015 8:09,6/17/2015 14:09,3860,41
5739,1,13,6/20/2015 9:31,6/20/2015 15:51,4075,43
5739,2,31,6/20/2015 9:31,6/20/2015 11:56,2280,24
5739,3,49,6/20/2015 8:04,6/20/2015 9:24,457,4
5740,4,36,6/20/2015 8:04,6/20/2015 9:24,457,4
5740,5,54,6/20/2015 8:18,6/20/2015 8:28,57,0
5741,6,17,6/20/2015 8:18,6/20/2015 15:38,4718,50
5742,1,17,6/21/2015 8:32,6/21/2015 15:52,4719,50
5742,2,29,6/21/2015 8:32,6/21/2015 14:47,5896,63
5742,3,47,6/21/2015 8:45,6/21/2015 13:50,1746,18
5743,4,34,6/21/2015 8:45,6/21/2015 13:50,1746,18
5743,5,52,6/21/2015 8:59,6/21/2015 12:54,1345,14
5744,6,11,6/21/2015 8:59,6/21/2015 11:49,1823,19
5745,1,11,6/22/2015 9:13,6/22/2015 12:03,1823,19
5745,2,29,6/22/2015 9:13,6/22/2015 10:13,943,10
5745,3,46,6/22/2015 9:26,6/22/2015 9:56,171,1
5746,4,33,6/22/2015 9:26,6/22/2015 9:56,171,1
5746,5,51,6/22/2015 8:27,6/22/2015 16:12,2662,28
5747,6,23,6/22/2015 8:27,6/22/2015 15:02,4236,45
5748,1,23,6/23/2015 8:14,6/23/2015 14:49,4236,45
5748,2,28,6/23/2015 8:14,6/23/2015 13:39,5111,54
5748,3,59,6/23/2015 8:27,6/23/2015 13:52,1861,19
5749,4,46,6/23/2015 8:27,6/23/2015 12:47,1488,15
5749,5,36,6/23/2015 8:41,6/23/2015 11:51,1088,11
5750,6,9,6/23/2015 8:55,6/23/2015 12:05,2038,21
5751,1,9,6/24/2015 9:22,6/24/2015 11:22,1287,13
5751,2,27,6/24/2015 9:22,6/24/2015 10:17,865,9
5751,3,59,6/24/2015 9:36,6/24/2015 17:41,2777,29
5752,4,45,6/24/2015 8:09,6/24/2015 16:14,2777,29
5752,5,49,6/24/2015 8:09,6/24/2015 15:04,2376,25
5753,6,22,6/24/2015 8:37,6/24/2015 10:02,911,9
5754,1,22,6/27/2015 8:19,6/27/2015 14:29,3969,42
5754,2,26,6/27/2015 8:19,6/27/2015 14:29,5819,62
5754,3,58,6/27/2015 8:32,6/27/2015 14:02,1890,20
5755,4,44,6/27/2015 8:46,6/27/2015 12:36,1317,14
5755,5,47,6/27/2015 8:46,6/27/2015 12:36,1317,14
5756,6,12,6/27/2015 8:16,6/27/2015 11:01,1770,18
5757,1,12,6/28/2015 8:16,6/28/2015 9:51,1019,10
5757,2,24,6/28/2015 9:13,6/28/2015 10:48,1494,16
