ID,LONGDIST,International,LOCAL,DROPPED,PAY_MTHD,LocalBillType,LongDistanceBillType,AGE,SEX,STATUS,CHILDREN,Est_Income,Car_Owner,CHURNED
2825,26.459,9.24235,53.7848,0,CC,FreeLocal,Standard,25,F,M,0,98433.8,N,Vol
2826,14.6859,0.0,172.533,0,CC,Budget,Intnl_discount,64,M,S,0,79937.2,Y,Current
2833,0.0,0.0,1.37543,0,CC,FreeLocal,Standard,64,M,M,1,56360.5,N,InVol
2836,2.01725,0.0,189.518,0,Auto,FreeLocal,Standard,87,M,S,0,32683.9,Y,Current
2844,22.5139,0.0,5.37567,0,CC,FreeLocal,Standard,61,M,S,2,88408.2,N,Current
2849,26.7302,0.0,20.4603,2,CH,Budget,Standard,32,M,M,2,70722.3,N,Current
2859,1.80486,0.0,12.7561,0,CC,Budget,Intnl_discount,48,M,S,0,88044.4,N,Current
2862,23.4419,0.0,22.1753,0,CC,Budget,Intnl_discount,97,F,M,1,95971.9,Y,Vol
2864,5.66638,0.0,103.797,0,CC,FreeLocal,Standard,87,F,M,1,50290.7,Y,Vol
2869,22.0784,0.0,13.8167,0,CC,FreeLocal,Standard,57,M,S,1,41153.9,N,Current
2870,24.2998,0.0,64.8363,0,CH,FreeLocal,Standard,60,M,S,0,3184.42,N,Current
2875,0.0,0.0,4.83158,0,CC,FreeLocal,Standard,66,F,M,2,91649.1,N,InVol
2883,28.5795,0.0,160.272,0,CH,Budget,Intnl_discount,63,M,M,0,97603.6,Y,Current
2890,6.05036,0.0,35.7319,0,Auto,Budget,Standard,74,F,S,2,60744.4,N,Current
2894,17.4203,0.0,31.4833,0,CH,Budget,Standard,41,M,M,0,63985.0,Y,Current
2899,10.4562,0.0,17.0779,3,Auto,Budget,Standard,63,F,S,0,19854.2,Y,Vol
2901,4.68013,0.0,5.71764,0,Auto,Budget,Standard,34,F,M,0,17703.5,N,Current
2907,29.8927,0.846595,38.4264,0,CC,Budget,Intnl_discount,85,M,S,1,91100.6,N,Current
2909,19.405,0.552016,8.69336,0,CC,FreeLocal,Standard,35,M,S,0,25938.5,Y,Current
2910,25.3917,0.0,7.49727,0,CC,FreeLocal,Standard,79,F,S,0,7379.6,Y,Vol
2915,24.763,0.0,54.1442,1,CH,FreeLocal,Standard,53,F,M,2,19778.9,Y,Vol
2916,12.933,0.0,207.598,0,CC,FreeLocal,Standard,46,M,M,2,60459.6,N,Current
2922,19.9563,9.89823,101.088,0,CC,Budget,Intnl_discount,66,M,S,0,57122.2,Y,Vol
2925,13.1965,0.0,14.7279,0,CC,Budget,Intnl_discount,29,F,M,0,58267.3,N,Current
2926,22.6918,0.0,74.8986,0,CC,Budget,Standard,77,F,S,0,70460.3,Y,Vol
2931,29.4995,0.0,13.2439,0,CC,FreeLocal,Standard,67,F,M,2,98217.1,N,Current
2934,3.69389,0.0,22.9237,0,CH,Budget,Standard,96,F,S,1,32005.6,Y,Vol
2935,25.0093,0.0,68.5177,0,CC,Budget,Standard,97,M,M,1,5723.09,N,Current
2936,19.8508,0.0,12.5824,0,Auto,Budget,Intnl_discount,48,F,S,1,55035.5,N,Vol
2938,6.95091,0.0,43.7586,0,CH,Budget,Intnl_discount,94,M,S,2,14309.1,N,Current
2947,24.6851,8.58961,31.7878,1,CH,FreeLocal,Standard,85,F,S,0,66502.3,N,Vol
2951,0.0,0.0,3.88711,2,CC,FreeLocal,Standard,45,F,S,1,85627.9,Y,InVol
2959,8.66799,0.0,10.295,0,Auto,FreeLocal,Standard,55,M,S,0,30751.8,N,Current
2960,0.0,0.0,1.38671,0,CC,Budget,Standard,28,F,M,1,7543.29,Y,InVol
2963,0.0,0.0,1.17537,0,CC,Budget,Intnl_discount,79,M,S,2,89566.2,N,InVol
2964,8.72216,0.0,8.47355,0,CC,FreeLocal,Intnl_discount,27,M,S,0,86631.9,N,Current
2965,7.60565,0.0,7.26122,0,CC,FreeLocal,Standard,71,F,S,0,40519.3,N,Vol
2968,18.5323,0.0,68.4765,0,CC,Budget,Standard,75,F,S,1,36939.7,Y,Vol
2969,17.9885,0.24752,11.2188,0,CH,FreeLocal,Standard,41,M,M,1,40081.2,Y,Current
2973,23.6508,0.0,21.8857,0,CC,Budget,Standard,84,M,M,1,68273.3,N,Current
2974,27.2927,0.0,115.79,0,CC,Budget,Intnl_discount,56,F,S,0,42795.9,Y,Vol
2984,0.927649,0.0,8.07634,0,CC,Budget,Standard,94,M,M,2,1140.26,N,Current
2985,6.78246,0.0,132.658,0,CC,FreeLocal,Standard,66,F,M,2,41876.6,Y,Current
2986,0.0,0.0,1.31195,0,Auto,FreeLocal,Standard,87,F,M,0,7657.96,N,InVol
2994,17.9997,0.0,133.759,0,CC,FreeLocal,Standard,20,F,M,2,59758.4,N,Current
2997,29.4411,0.0,12.9438,0,CC,FreeLocal,Intnl_discount,52,F,M,0,8370.36,N,Current
2999,0.349276,0.0,46.8929,0,CC,FreeLocal,Standard,65,F,M,1,7790.55,N,Vol
3001,20.717,6.23815,54.8003,1,CC,Budget,Standard,41,F,S,2,27336.6,N,Vol
3002,19.0106,0.0,65.8549,0,Auto,Budget,Intnl_discount,49,F,S,0,64727.5,N,Current
3003,21.2724,0.0,218.123,0,CH,Budget,Standard,60,F,S,2,95930.6,Y,Vol
3005,24.0339,0.0,10.3801,0,CC,FreeLocal,Standard,34,M,S,0,50290.7,N,Current
3007,23.6613,7.93648,61.0049,0,Auto,Budget,Standard,49,M,M,1,20478.6,N,Vol
3011,4.21519,0.0,8.32676,0,CC,Budget,Standard,20,F,M,0,72626.4,Y,Current
3012,11.8143,0.635238,5.73587,0,CC,FreeLocal,Standard,97,M,M,0,96223.4,Y,Current
3013,14.9031,0.0,26.5689,0,Auto,Budget,Standard,93,M,S,1,28485.7,N,Current
3015,24.1475,3.10991,7.86899,0,CC,FreeLocal,Standard,30,F,M,1,69341.7,N,Vol
3016,25.247,0.0,41.8246,0,CC,Budget,Standard,60,M,M,2,94329.6,N,Current
3020,8.12122,0.0,33.2307,0,CC,Budget,Intnl_discount,60,M,M,2,67933.8,N,Current
3021,27.0445,0.905168,14.6383,0,Auto,FreeLocal,Intnl_discount,91,M,M,0,17527.3,N,Current
3026,22.0853,0.618278,110.129,0,CC,Budget,Standard,24,F,M,1,88663.4,N,Current
3032,11.9097,0.0,134.395,0,CC,FreeLocal,Standard,57,M,S,2,91136.2,N,Current
3033,15.7148,0.0,12.2569,1,CC,FreeLocal,Standard,38,M,S,2,52600.0,N,Current
3035,6.12324,0.0,90.2849,0,CC,FreeLocal,Standard,50,M,M,2,94902.6,N,Current
3036,13.5626,0.0,35.8421,0,Auto,FreeLocal,Standard,77,M,M,2,68704.3,Y,Current
3039,29.9682,0.0,105.663,0,CH,FreeLocal,Intnl_discount,51,F,M,1,78231.0,N,Vol
3042,25.4762,0.0,21.3693,0,CC,Budget,Standard,33,F,M,2,28746.8,N,Current
3046,19.942,0.0,29.3775,0,CC,Budget,Standard,58,F,M,1,62260.2,N,Vol
3049,5.35361,0.0,42.4595,0,CC,Budget,Intnl_discount,43,M,M,0,12439.4,N,Current
3057,20.5275,6.38609,59.3892,0,CC,Budget,Intnl_discount,33,F,M,0,60170.1,N,Vol
3059,22.4903,0.0,13.9872,0,CC,FreeLocal,Standard,22,M,M,1,57348.8,N,Current
3063,26.0667,0.0,101.007,0,CC,FreeLocal,Intnl_discount,19,M,M,2,42630.0,Y,Current
3067,28.1111,0.0,17.6623,0,CC,FreeLocal,Standard,57,F,M,2,64977.4,N,Current
3068,16.6623,1.92426,10.2102,0,Auto,FreeLocal,Intnl_discount,44,F,S,2,36824.5,N,Vol
3069,21.596,0.0,21.4711,0,CH,Budget,Intnl_discount,28,F,S,2,39223.2,Y,Vol
3071,25.4135,0.0,5.4451,0,CC,FreeLocal,Intnl_discount,39,M,M,0,42700.5,Y,Current
3072,20.9383,0.0,8.17168,0,CC,Budget,Standard,93,M,S,0,38248.3,N,Current
3073,11.0209,0.0,9.26108,0,CC,Budget,Standard,92,M,M,1,95020.4,Y,Current
3074,29.02,0.0,173.619,0,CC,FreeLocal,Intnl_discount,84,M,M,0,46514.2,Y,Current
3075,9.99993,0.0,101.674,0,CH,FreeLocal,Intnl_discount,50,M,M,1,19301.3,Y,Current
3076,5.93827,0.0,8.93041,0,CC,Budget,Standard,73,M,S,0,1259.01,Y,Current
3095,6.56578,7.00371,82.3687,0,Auto,Budget,Intnl_discount,64,F,S,1,53357.2,N,Vol
3097,25.209,0.0,58.4254,0,Auto,FreeLocal,Standard,80,F,S,0,65209.6,Y,Vol
3098,18.3195,0.0,47.5755,0,Auto,Budget,Standard,37,F,S,0,5978.89,Y,Current
3100,22.7791,0.0,45.0301,0,CH,Budget,Standard,78,M,M,0,92198.8,N,Current
3103,21.8853,0.0,53.5592,0,CC,FreeLocal,Standard,97,M,M,1,63394.9,N,Current
3104,8.20697,0.0,126.694,0,Auto,Budget,Standard,42,F,S,1,86021.7,Y,Vol
3107,26.8567,0.0,14.5749,1,CC,FreeLocal,Standard,53,F,S,2,26107.5,N,Vol
3109,12.8634,0.0,18.7324,0,CC,Budget,Standard,45,F,M,0,59008.4,Y,Current
3110,11.7436,0.0,38.3283,0,CC,Budget,Standard,64,F,M,0,6528.38,Y,Vol
3119,28.7913,5.21303,67.3586,0,CH,FreeLocal,Standard,52,M,S,0,54622.3,N,Vol
3125,19.0432,0.0,29.3991,0,CH,FreeLocal,Standard,47,M,S,0,64295.2,Y,Current
3131,21.9878,6.94184,12.8744,0,CC,FreeLocal,Standard,79,M,M,0,26074.5,N,Vol
3135,0.0,0.0,2.16376,1,CH,Budget,Standard,60,M,M,1,20552.6,N,Current
3138,14.1126,0.0,54.5537,0,CC,FreeLocal,Intnl_discount,37,F,S,0,47732.0,Y,Current
3141,15.1955,0.0,295.308,0,CC,FreeLocal,Standard,71,M,M,1,98967.7,N,Current
3142,6.29222,0.0,66.4312,0,CC,Budget,Standard,76,M,M,0,14271.8,N,Current
3145,24.0217,3.40946,183.624,0,Auto,Budget,Standard,44,F,M,1,7700.73,N,Vol
3150,25.3286,0.0,51.0027,0,Auto,FreeLocal,Standard,35,M,M,1,32238.2,N,Current
3153,8.02892,0.0,46.1309,0,CC,Budget,Standard,97,F,M,0,2902.34,N,Vol
3159,0.0,0.0,0.978654,0,CC,FreeLocal,Standard,22,F,S,2,50290.7,N,InVol
3160,12.2904,5.13274,88.6395,0,Auto,Budget,Standard,73,F,M,0,61438.2,N,Vol
3162,0.0,0.0,3.63059,0,Auto,FreeLocal,Standard,70,M,M,1,17819.9,Y,InVol
3163,25.3603,0.0,51.25,0,Auto,Budget,Standard,26,M,S,1,72649.3,N,Current
3165,26.8278,0.0,19.2673,0,CC,Budget,Standard,85,M,S,2,25353.4,Y,Current
3168,2.33003,5.30787,23.4676,0,Auto,Budget,Intnl_discount,79,M,M,2,5265.35,N,Current
3171,2.19454,2.78176,46.7188,0,CH,FreeLocal,Standard,86,F,M,1,53357.9,Y,Vol
3173,0.0,0.0,4.03276,0,CC,Budget,Standard,57,M,S,0,96412.1,N,InVol
3176,22.7061,0.0,19.9768,0,Auto,FreeLocal,Intnl_discount,33,F,S,2,59573.0,N,Current
3179,13.2144,0.0,43.0174,0,CC,FreeLocal,Standard,97,F,S,0,84479.2,N,Current
3183,6.00965,0.0,27.8207,0,CC,FreeLocal,Standard,27,M,M,2,89781.4,Y,Current
3185,1.6391,0.0,5.92369,0,CH,Budget,Standard,40,M,S,1,66296.1,N,Current
3188,23.8076,1.71934,29.7784,0,CC,FreeLocal,Intnl_discount,35,M,M,2,86549.5,N,Vol
3190,11.8319,1.20764,50.9435,0,CC,FreeLocal,Standard,86,F,M,0,31242.1,N,Vol
3194,4.00174,0.0,6.11348,0,CC,FreeLocal,Intnl_discount,46,M,S,0,90866.5,N,Current
3195,9.65198,0.0,108.822,0,CH,FreeLocal,Intnl_discount,58,F,M,2,81711.9,N,Vol
3202,16.4401,0.0,77.7552,0,CC,Budget,Intnl_discount,74,F,M,2,87844.8,N,Vol
3204,14.1437,0.0,30.3293,0,Auto,FreeLocal,Standard,30,F,M,0,20058.4,N,Current
3207,12.0936,0.0,119.016,0,Auto,Budget,Intnl_discount,28,M,M,1,52750.8,N,Current
3209,22.1817,0.0,149.731,0,CC,FreeLocal,Standard,41,M,S,1,52231.5,N,Current
3215,20.9211,0.0,9.01186,0,Auto,Budget,Intnl_discount,72,F,S,1,73338.0,N,Current
3217,0.0,0.0,3.00148,1,CC,FreeLocal,Standard,93,F,M,2,96926.2,N,InVol
3220,21.4448,0.0,10.4368,0,CC,Budget,Standard,31,M,M,0,15865.0,N,Current
3225,25.9959,0.0,65.2902,1,CC,FreeLocal,Standard,71,F,S,1,68386.8,N,Vol
3229,0.0,0.0,0.703029,0,CC,FreeLocal,Standard,38,F,M,0,87920.5,N,InVol
3230,17.1276,3.04185,23.9923,0,CC,FreeLocal,Standard,60,F,S,1,92353.3,N,Vol
3234,14.2838,0.0,113.548,0,CC,Budget,Intnl_discount,34,F,M,2,94778.3,N,Current
3235,29.3446,0.0,49.5491,0,CC,FreeLocal,Standard,57,F,M,2,45488.3,N,Vol
3236,18.5119,0.0,27.3711,0,CC,FreeLocal,Standard,97,M,S,1,57347.6,Y,Current
3237,2.47651,0.0,21.5835,0,CC,FreeLocal,Intnl_discount,83,M,S,0,52774.0,N,Current
3241,15.9748,0.0,51.8426,0,CH,FreeLocal,Standard,76,F,M,1,56545.8,Y,Vol
3242,7.25034,0.0,10.9854,0,CC,FreeLocal,Standard,30,F,M,2,45171.2,N,Current
3243,14.4353,0.0,35.2072,0,CC,FreeLocal,Standard,34,F,S,2,76578.7,Y,Current
3245,5.604,0.0,50.8821,0,Auto,FreeLocal,Intnl_discount,64,M,M,2,98855.5,N,Current
3246,19.4703,0.0,7.43847,0,CH,FreeLocal,Intnl_discount,63,M,M,1,81686.6,N,Current
3247,26.552,2.64979,17.3648,0,CC,Budget,Standard,45,F,M,1,8469.02,N,Vol
3253,19.7098,0.0,28.7132,0,CC,Budget,Standard,60,M,S,0,67477.0,N,Current
3255,6.20763,0.0,10.6591,0,CH,FreeLocal,Standard,97,F,S,1,62903.3,N,Vol
3259,12.7601,0.0,16.4203,1,CC,Budget,Intnl_discount,73,F,M,1,19621.6,N,Vol
3262,10.4476,0.0,10.8087,1,CH,Budget,Standard,22,F,M,1,50290.7,N,Vol
3263,2.64458,0.0,50.2274,0,Auto,FreeLocal,Standard,67,F,M,2,99100.1,N,Vol
3265,14.7303,0.0,22.8042,0,CH,FreeLocal,Intnl_discount,97,M,M,2,1585.99,N,Current
3266,16.1393,5.97545,51.021,0,Auto,FreeLocal,Standard,33,F,M,2,85433.1,Y,Vol
3268,3.20585,0.0,72.4932,0,CC,Budget,Intnl_discount,58,M,S,1,69473.4,Y,Current
3270,5.83569,0.0,31.9199,1,CC,Budget,Intnl_discount,47,F,S,0,28891.2,N,Vol
3276,27.3292,0.0,25.1112,0,CC,Budget,Standard,95,F,M,2,46273.9,N,Current
3281,25.0066,0.0,22.2595,0,CC,Budget,Standard,36,M,S,1,93607.8,Y,Current
3284,15.8394,0.0,27.1349,0,Auto,Budget,Standard,79,M,S,1,67137.7,N,Current
3288,28.1466,0.0,22.9165,0,CH,Budget,Standard,60,F,M,2,48874.7,N,Vol
3290,0.0,0.0,3.01842,0,Auto,Budget,Standard,93,M,M,2,90189.1,N,InVol
3291,0.0,0.0,2.41903,0,CC,FreeLocal,Standard,18,M,M,2,53589.8,N,InVol
3292,23.3328,0.0,64.9491,0,Auto,FreeLocal,Standard,55,F,M,0,53755.7,N,Vol
3294,29.982,0.0,146.441,0,CH,Budget,Intnl_discount,72,F,M,1,74263.8,N,Vol
3298,8.15963,0.0,27.7231,0,Auto,Budget,Standard,31,M,S,0,6121.14,N,Current
3299,14.8847,8.36166,15.798,0,CC,Budget,Standard,44,F,M,0,31561.5,N,Vol
3318,0.0,0.0,2.25024,0,CC,Budget,Standard,25,F,S,2,68616.5,Y,InVol
3320,5.13402,0.0,69.7986,0,CH,Budget,Standard,75,F,M,1,55187.6,N,Vol
3322,27.4286,0.0,42.5291,0,CC,Budget,Standard,53,M,M,2,14500.3,N,Current
3323,13.4209,1.25627,13.1257,0,CC,FreeLocal,Standard,21,F,M,2,585.733,N,Vol
3328,4.2266,0.0,114.259,0,CH,FreeLocal,Intnl_discount,34,F,M,2,16616.3,N,Current
3332,12.0004,0.0,150.856,0,CC,FreeLocal,Standard,66,M,M,1,31672.4,N,Current
3334,25.9964,0.0,9.94679,0,CC,Budget,Standard,63,M,M,0,50290.7,Y,Current
3336,21.4823,0.0,60.3808,0,Auto,Budget,Standard,89,M,S,1,73965.2,N,Current
3340,6.29913,0.0,66.5823,0,CH,Budget,Standard,50,M,M,2,72356.8,N,Current
3342,7.90037,0.0,14.3514,1,CC,Budget,Intnl_discount,78,M,S,0,64893.7,Y,Current
3346,6.08725,4.1868,44.9078,0,CH,Budget,Standard,62,F,M,0,18831.1,N,Vol
3362,12.693,0.0,5.05937,0,CC,Budget,Standard,44,F,M,0,1461.98,N,Vol
3364,21.64,0.0,87.4004,0,CC,Budget,Standard,30,F,M,0,2031.61,N,Current
3365,3.67036,0.0,61.6064,0,CC,Budget,Standard,71,F,M,1,29902.9,N,Vol
3366,25.8621,0.0,51.7306,0,Auto,Budget,Standard,64,F,S,0,97524.5,N,Vol
3370,14.0737,0.0,42.9167,0,CC,FreeLocal,Standard,33,M,S,0,5466.39,Y,Current
3377,27.7349,0.0,44.5288,0,Auto,FreeLocal,Intnl_discount,27,F,S,1,38458.6,Y,Vol
3378,2.47267,4.40792,107.695,1,CC,FreeLocal,Intnl_discount,46,F,S,0,50451.6,N,Vol
3379,16.2225,0.0,16.7674,0,CC,FreeLocal,Intnl_discount,46,F,S,2,41146.2,N,Vol
3381,24.6371,0.0,5.48755,0,CC,Budget,Standard,96,M,M,0,61550.6,Y,Current
3382,0.0,0.0,2.84704,0,CC,Budget,Standard,24,M,S,0,43082.6,N,Vol
3384,24.5967,0.0,76.639,0,CC,Budget,Standard,95,F,S,2,7659.09,N,Vol
3387,3.89387,0.0,67.7311,0,CC,Budget,Intnl_discount,19,M,S,0,71861.9,N,Current
3388,29.06,0.0,46.2733,0,Auto,Budget,Standard,23,F,S,1,55844.7,N,Current
3389,0.0,0.0,3.90006,0,CC,FreeLocal,Standard,21,M,M,0,25330.7,N,InVol
3393,1.10553,0.0,115.614,0,CC,FreeLocal,Standard,94,F,S,1,91346.9,N,Current
3394,16.1526,0.0,145.353,0,CC,Budget,Standard,62,F,S,0,72358.6,Y,Current
3395,12.0547,0.0,13.3229,0,Auto,FreeLocal,Standard,52,F,S,0,44497.3,N,Vol
3396,8.40618,8.63722,86.6497,0,CC,Budget,Intnl_discount,55,M,S,2,69710.9,Y,Vol
3397,9.24172,0.0,52.2177,0,CC,Budget,Intnl_discount,82,M,M,2,77665.6,N,Current
3399,9.36452,0.0,15.7563,0,CH,Budget,Standard,19,M,M,2,22567.9,Y,Current
3405,0.0,0.0,3.61074,0,CC,Budget,Standard,33,M,M,2,42763.7,Y,Current
3408,0.681919,9.46039,79.8908,0,CC,FreeLocal,Standard,94,F,S,1,46480.7,N,Vol
3409,4.05215,1.16075,93.4666,0,CC,FreeLocal,Intnl_discount,65,F,S,0,35219.6,Y,Vol
3414,8.25672,0.0,41.1116,0,Auto,FreeLocal,Intnl_discount,44,M,S,2,31264.5,Y,Current
3415,1.52811,0.0,7.54218,0,CC,FreeLocal,Intnl_discount,76,M,S,1,64520.3,N,Current
3417,20.2409,0.0,75.8425,0,Auto,FreeLocal,Standard,52,M,S,2,37480.8,N,Current
3418,24.734,0.0,21.1682,0,CC,Budget,Standard,28,M,S,0,37135.5,N,Vol
3425,3.27869,0.0,133.669,0,CC,FreeLocal,Standard,92,M,M,2,24344.1,N,Current
3426,0.0,0.0,2.27498,0,Auto,Budget,Standard,93,M,S,0,44173.9,Y,InVol
3432,1.86643,0.0,12.1387,0,CC,Budget,Standard,66,F,M,2,28384.5,Y,Vol
3433,10.7851,0.0,41.0129,0,CC,Budget,Standard,79,M,S,2,97928.4,N,Current
3434,24.3865,0.0,48.3832,0,CC,FreeLocal,Intnl_discount,51,F,M,1,53676.8,Y,Vol
3443,0.0,0.0,2.77568,0,CC,FreeLocal,Standard,50,M,M,0,33043.1,N,InVol
3444,3.58022,0.0,13.8157,1,CC,Budget,Standard,43,M,M,2,68467.1,N,Current
3447,9.04444,2.07067,127.79,0,CC,Budget,Intnl_discount,96,M,M,2,57877.5,N,Vol
3460,13.2413,0.0,81.583,0,CC,FreeLocal,Intnl_discount,96,M,S,2,57814.5,N,Current
3462,7.10658,0.0,19.4953,0,Auto,Budget,Standard,81,M,S,0,67634.7,N,Current
3469,29.8562,0.0,25.8336,0,CC,FreeLocal,Standard,27,F,M,1,83682.9,N,Current
3470,25.8056,0.0,78.7531,0,CH,FreeLocal,Standard,86,M,M,0,98399.9,Y,Current
3471,1.21346,0.0,72.6176,0,CC,Budget,Intnl_discount,22,F,M,1,67744.5,Y,Current
3474,12.4187,0.0,89.7921,0,CC,Budget,Intnl_discount,60,F,M,1,47468.6,N,Vol
3478,23.9462,0.0,17.886,0,CC,Budget,Intnl_discount,80,F,S,2,47893.1,N,Vol
3481,0.0,0.0,3.83152,0,CH,FreeLocal,Intnl_discount,92,F,S,2,50290.7,N,InVol
3483,24.6081,0.0,21.9401,0,CH,FreeLocal,Standard,68,M,S,1,14904.1,N,Current
3486,5.31792,0.0,69.5762,0,CC,Budget,Intnl_discount,42,M,M,0,42639.1,Y,Current
3489,0.0,0.0,1.05635,1,CH,FreeLocal,Standard,26,F,M,1,81295.5,N,InVol
3490,19.4614,7.10684,64.51,0,CH,Budget,Standard,28,F,S,2,90364.4,N,Vol
3492,3.82055,0.0,65.6777,0,CH,Budget,Standard,79,M,M,2,73113.3,N,Current
3493,11.8525,0.0,176.485,0,CC,Budget,Standard,71,F,S,2,4581.9,N,Vol
3494,20.7321,0.0,87.9334,0,CC,Budget,Intnl_discount,89,M,M,1,87660.8,N,Current
3506,27.8237,0.0,124.746,0,CH,FreeLocal,Standard,70,M,S,0,56421.8,Y,Current
3511,10.8547,0.0,122.452,0,CC,Budget,Standard,48,F,M,2,44596.4,N,Vol
3518,0.031102,0.0,46.0408,0,CC,FreeLocal,Intnl_discount,60,M,S,1,86629.3,N,Current
3525,1.69428,0.0,67.3496,0,Auto,Budget,Standard,49,M,S,0,41862.6,N,Current
3528,8.3736,0.0,20.7093,0,CC,FreeLocal,Intnl_discount,62,M,M,2,64283.2,Y,Current
3529,14.7731,0.0,30.419,0,CH,FreeLocal,Standard,86,M,M,0,92167.3,Y,Current
3530,15.1493,0.0,22.3891,0,Auto,Budget,Standard,37,M,S,0,79245.1,N,Current
3532,1.83482,0.0,34.2969,0,CC,Budget,Standard,46,M,M,0,82196.6,N,Current
3535,11.8219,0.0,27.6786,0,CC,Budget,Intnl_discount,62,F,S,2,15981.7,N,Vol
3538,12.0306,0.0,5.83201,0,CC,Budget,Intnl_discount,56,M,M,2,77246.3,N,Current
3544,15.7879,0.0,77.7317,0,CC,FreeLocal,Standard,52,F,M,0,67026.6,Y,Vol
3545,8.78489,0.0,120.532,0,CC,FreeLocal,Standard,44,F,S,0,21038.9,N,Vol
3555,10.8792,0.0,47.6552,0,CC,Budget,Intnl_discount,94,F,S,2,49724.1,N,Vol
3563,21.7424,0.0,5.04285,0,CH,Budget,Standard,28,F,M,1,24935.2,N,Vol
3565,15.5373,0.0,57.3247,0,CH,FreeLocal,Intnl_discount,80,M,S,1,15060.6,Y,Current
3569,0.4372,0.0,234.595,0,CH,FreeLocal,Intnl_discount,72,M,S,1,95935.2,N,Current
3579,9.64679,0.0,158.337,0,CC,FreeLocal,Intnl_discount,46,M,S,1,11416.7,N,Current
3580,19.733,0.0,71.32,1,CC,FreeLocal,Intnl_discount,81,F,M,1,70052.0,N,Vol
3583,19.3254,0.0,10.6727,1,CC,Budget,Standard,88,F,M,2,66906.6,N,Vol
3585,10.58,0.0,37.2766,0,CC,FreeLocal,Standard,53,M,M,2,37354.0,N,Current
3587,21.7577,0.0,11.0059,0,CC,Budget,Standard,56,M,M,2,79952.9,N,Current
3588,26.9904,0.0,33.7167,1,CC,Budget,Standard,23,F,S,1,76659.2,N,Current
3595,10.9408,6.76979,50.7815,0,CH,FreeLocal,Standard,42,F,M,2,75750.1,Y,Vol
3597,28.0543,0.0,29.4358,0,Auto,Budget,Standard,29,F,M,1,50290.7,N,Vol
3599,26.8561,0.0,213.184,0,CC,FreeLocal,Standard,86,M,M,2,78801.2,N,Current
3612,16.5445,0.0,143.323,0,CH,FreeLocal,Standard,80,M,M,1,73152.0,Y,Current
3617,21.4397,0.0,79.9598,0,CH,Budget,Intnl_discount,33,F,M,2,68203.8,Y,Current
3618,0.0,0.0,1.47565,0,CC,FreeLocal,Intnl_discount,53,F,S,1,23526.2,N,InVol
3621,19.7022,0.0,43.3023,1,CC,FreeLocal,Intnl_discount,78,F,S,0,29534.4,N,Vol
3622,0.0,0.0,4.11308,1,CH,FreeLocal,Intnl_discount,79,F,S,1,38777.7,N,InVol
3624,0.0,0.0,4.45334,0,Auto,Budget,Standard,90,F,M,2,63000.1,N,InVol
3627,5.90461,0.0,29.6062,2,CC,FreeLocal,Intnl_discount,83,F,M,1,75265.3,N,Vol
3628,2.12448,0.0,145.643,0,CC,Budget,Standard,68,M,S,1,92426.5,N,Current
3630,0.0,0.0,2.13548,0,Auto,FreeLocal,Standard,58,M,S,2,17371.0,N,Current
3633,24.2513,9.41978,57.8472,0,CC,FreeLocal,Intnl_discount,21,M,S,1,92788.1,N,Vol
3636,10.6868,0.0,183.138,0,CC,Budget,Intnl_discount,30,M,M,2,25298.6,N,Current
3637,28.4637,0.0,109.124,0,CC,Budget,Intnl_discount,65,M,M,2,29609.7,Y,Current
3640,26.7178,3.26158,37.8431,0,CC,Budget,Standard,88,M,M,1,21890.0,Y,Vol
3642,0.0,0.0,2.85577,0,Auto,Budget,Intnl_discount,59,M,M,2,18686.3,N,InVol
3647,0.0,0.0,3.47132,0,CC,FreeLocal,Intnl_discount,65,F,S,2,85048.1,Y,InVol
3648,28.5765,0.0,91.573,0,CC,Budget,Standard,75,M,M,0,47131.5,N,Current
3650,21.9974,0.0,66.586,0,CH,Budget,Standard,50,F,M,0,70004.1,N,Vol
3651,3.9878,0.0,73.4533,0,CH,FreeLocal,Intnl_discount,40,M,M,0,66223.5,N,Current
3656,0.0,0.0,2.60748,0,CC,FreeLocal,Standard,40,F,S,1,1302.4,N,InVol
3658,26.2327,0.0,188.736,1,CC,Budget,Standard,32,F,S,2,63041.1,Y,Current
3659,0.408142,0.0,5.20025,1,CH,FreeLocal,Intnl_discount,23,F,M,0,35170.8,N,Vol
3661,16.3833,0.0,9.7317,0,CC,Budget,Standard,63,F,S,0,3902.04,N,Current
3665,21.5273,0.0,26.5441,4,CC,Budget,Intnl_discount,31,F,M,2,55977.7,N,Current
3667,0.0,0.0,1.52375,0,CH,FreeLocal,Standard,29,F,M,0,6921.4,Y,Vol
3670,1.31639,0.0,11.2532,0,Auto,Budget,Intnl_discount,64,F,M,1,45682.8,N,Current
3674,25.8862,0.0,5.87153,0,CC,FreeLocal,Standard,50,F,M,2,38281.1,N,Vol
3675,29.2718,6.33115,109.855,0,CH,FreeLocal,Standard,29,M,S,0,18861.6,Y,Vol
3683,2.51035,1.36273,29.202,0,CC,FreeLocal,Standard,19,M,M,0,89958.8,N,Current
3691,19.5593,7.76432,55.654,0,CH,Budget,Standard,25,F,S,0,50290.7,Y,Current
3692,18.1233,0.0,21.0061,0,Auto,FreeLocal,Intnl_discount,30,F,M,0,61971.9,Y,Current
